---PRX_ok---
The entities that are used only in DTDs are referred to as | Parameter entities
Both Mozilla and Internet Explorer support W3C's DOM specification. | True
There are differences between Internet Explorer's DOM and Mozilla's DOM. The most important difference is that how they handle | whitespace text nodes
Internet Explorer will skip whitespace text node that are generated between nodes (e.g. newline characters), while Mozilla will not. | True
The ______ method can be used to remove the specified node. | removeChild()
How many parameters are there for deleteData() method ? (st art, length) | 2
The _____ method creates the new element node. | createElement()
How many parameters are there for replaceData() method ? (start, length,string) | 3
XML cannot be used with HTML. | False
XML is more advantageous to use than a fixedlength database system because | All of the above.
SAX is | An XML parser
You must use a parser to read an XML document. | False
XML stores data in fixed lengths. | False
XML is used for web services. | True
An XML element can contain other XML elements | True
A parent element cannot contain another parent element. | False
All XML markup tags must have an attribute | False
An XML document must contain all elements declared in the DTD | False
#PCDATA refers to | Parsed character data
An XML schema is used to define a complex type | True
A facet is a valid value that can be assigned to an attribute. | True
XML can only be transformed into HTML or XHTML | False
You can repeat lines of code within the XSL stylesheet by defining an apply template. | False
Only a browser can access a result document. | False
The SAX parser is able to transverse an XML document | False
The same version of a DOM parser must be used on all computers. | False
A Stream is a series of characters that can be the results of transformation performed by a Java transformer. | True
You should use a SAX parser if a DOM parser is unable to load the XML document into memory. | True
The appendChild() method links a node to the current node. | True
SaxonB is the only software that can process an XQuery. | False
All functions used by an XQuery are built in functions. | False
The data() function returns the text value of a variable. | False
The doc() function retrieves an XML document. | True
The roundhalftoeven() function rounds half the value returned by a function. | False
MSXML can only be used with JavaScript. | False
The async = false means | Statements will not execute until the XML document is being loaded.
An XML document can be validated against a DTD by calling the validate() method. | True
The appendChild() appends a node to the end of an XML document. | True
The loadXML() method is used when the document is passed as a string. | True
getAttribute(fiupcfl) retrieves the value of the upc attribute. | True
DOM 2 doesn't provide mechanism for interrogating and modifying the namespace for a document. | False
XML document must be valid? | True
Every XML document must be well formed | True
Every XML document must have an associated DTD or schema | False
XML preserves white spaces | True
What organization presented the first version of Starndardized Generalized Markup Language (SGML) in 1980? ) | American National Standards Institute (ANSI)
You can use XSL Transformation (XSLT) to convert database files described by XML to Structured Query Language (SQL) statements, which creates the tables, indexes and views that the XML data describes. | True
Which of the following XML attribute names is invalid? | I am not valid|
Which of the following things is unspecified in the following line of code?<!DOCTYPE letter SYSTEM "letter.dtd"> | The type of browser you are using.
The ________ attribute is added to a TABLE element's opening tag to bind a data island to a table. | DATASRC
The ________ element generates the markup for an element of the specified name in the output HTML. | xsl:element
Which of the following is not a type of DTD? | Table based.
Microsoft's version of scripting that uses the Java syntax is called ________. | Jscript
The default scripting language for Netscape and Internet Explorer is ________. | ECMAScript
In the following line, the word writeln is a ________ which performs a task or action in the script. document.writeln("Hello World"); | method
Consider the following HTML code.<HTML><SCRIPT LANGUAGE = "JavaScript"><!--document.writeln("Hello World");// --></SCRIPT></HTML>What would a browser capable of scripting display when executing this code? |
document.writeln("Hello World"); | Hello World
Consider the following script. What is wrong with the following code?<SCRIPT LANGUAGE = "JavaScript">var firstNumber,secondNumber;thirdNumber;thirdNumber =parseInt( window.prompt( "Enter an integer", 0 ) );document.write( thirdNumber );</SCRIPT> | The word var must be placed before thirdNumber in line 4.
What would the browser display if the following script was executed and the user entered 5 at both prompts? <SCRIPT LANGUAGE = "JavaScript">var firstNumber = window.prompt("Enter an integer", 0);var secondNumber = window.prompt("Enter an integer",0);var thirdNumber;thirdNumber = firstNumber + secondNumber;document.write( thirdNumber ); </SCRIPT> | 55
Which of the following selections does not follow the rules of operator precedence? | parentheses, subtraction, modulus
What is the evaluation of the following expression?((3+ (5 + 4) * 7) + 4) / 5 | 14
The word sequence in the term sequence structure refers to the sequence of ________. | JavaScript instructions in a script
Which of the following is not one of Bohm and Jacopini's three control structures? | goto-less structure
Which of the following is not a JavaScript selection structure? | for/in
Which of the following is a JavaScript repetition structure? | do/while
Which of the following statements is correct? | if ( studentGrade >= 60 )document.write( "Passed" );
What would the browser display if the following code is executed in a script? var x = 11, y = 14; if ( x > 13 )if ( y > 13 ) document.writeln( "x and y are > 13" ); else document.writeln( "x is <= 13" ); | x is <= 13x
What would the browser display if the following code is executed in a script?var grade = 59 if ( grade >= 60 ) document.writeln( "Passed." ); else document.write( "Failed. " ); document.writeln( "You must take this course again." ); | Failed.
What would the browser display if the following script is executed? <SCRIPT LANGUAGE = "JavaScript"> var count = 0, total = 0; while ( count <= 5 ) { total = total + 10; count = count + 1;} document.write(total); </SCRIPT> | 60
What would the browser display if the following script is executed? <SCRIPT LANGUAGE = "JavaScript"> var count = 5, total = 0; while ( count > -1 ) { total = total - 10; count = count - 1; } document.write(total);</SCRIPT> | -60
What type of loop is shown in the script below? <SCRIPT LANGUAGE = "JavaScript"> var gradeValue = 0, total = 0, grade = 0; while ( gradeValue != - 1 ) { total = total + gradeValue; grade = window.prompt("Enter Integer Grade, -1 to Quit:", "0"); gradeValue = parseInt( grade ); }</SCRIPT> | sentinel controlled
The word top in the term top-down stepwise refinement refers to which of the following? | the single statement that completely represents the program
What is the value of i after the following statements? i = 2; i += 25; | 27
What is the value of i after the following statements?i = 2;i++; | 3
Which of the following is not required for counter-controlled repetition? | sentine
What is wrong with the following line of code?<P><FONT SIZE='5'>This is a test.</FONT></P> | Nothing
The ________ multiple selection structure is used to handle multiple decisions making and can be used to replace multiple if and if/else statements. | switch
Consider the following code selections. Assume count is initialized to 7 and num is initialized to 0.ii) do { while ( count < 6 ) num = count; num = count; } while ( count < 6 ) What will the value of num be for i) and ii) respectively after the loops have been executed? | 7, 0
What would the browser display if it executed the following script? <SCRIPT LANGUAGE = "JavaScript"> for ( var count = 0; count < 10; ++count ) { if ( count == 5 ) continue; } document.writeln( count );</SCRIPT> | 10
What would the browser display if it executed the following script?<SCRIPT LANGUAGE = "JavaScript"> var total = 0; nextLoop: for ( var i = 0; i < 5; ++i ) { for ( var j = 0; j < 2 ; ++j ) { if ( i < 2 ) continue nextLoop; total++; } total++; } total++; document.writeln( total ); </SCRIPT> | 10
Which of the following will not evaluate to true? | false|| false
Which of the following will evaluate to false? | false && false
Which of the following is a legal function call for the function definition provided below? function square( y ) { return y * y;} | square(7+2);
What is the result of writing the keyword var in a function parameter list? | The parameter following the keyword would become a static variable.
What would the function cube return, assuming it is called with the line cube(3). function cube(y); { return y * y * y; } | JavaScript runtime error
What does the following statement do?Math.floor( Math.random() * 12 ); | This creates a random number from 0 up to but not including 12.
The style of programming in which the user interacts with a GUI component is called ________ programming. | event-driven
The ________ of a variable is the period during which it exists in memory. | duration
Local variables have ________ duration. | automatic
The _______ of an identifier for a variable or function is the portion of the program in which the identifier can be referenced. | scope
Giving a local function variable the same name as a global variable will result in which of the following? | The local variable will "hide" the global variable.
_________ are data structures consisting of related data items (sometimes called collections of data items). | arrays
To refer to a particular location or element in the array, we specify the name of the array and the ________ of the particular element in the array. | position number
What would the browser display if this script was executed?<SCRIPT LANGUAGE = "JavaScript"> var c = new Array(8) for( var i = 0; i < 8; i++ ) c[i] = i; document.write(c[8]) </SCRIPT> | undefined
What would the browser display if this script was executed?<SCRIPT LANGUAGE = "JavaScript"> var c = new Array(8) for( var i = 0; i < 10; i++ ) c[i] = i; document.write(c[9]) </SCRIPT> | 9
In JavaScript, numbers and boolean values are passed to functions by ________. | value
What is the effect of the join statement in the following code? var theArray1 = [ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ], theArray2 = [ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ]; var value = theArray1.join( " " ); | The join method will create a string from the values in theArray1..
What will the browser display if the following script is executed?< SCRIPT LANGUAGE = "JavaScript" > var theArray = [ 1, 2, 3, 4, 5, 6, 7, 8, 9 ]; modifyArray( theArray[ 3 ] ); document.write( theArray.join( " " ) ); function modifyArray( i ) { i = 11; }</SCRIPT> Nothing, the browser will generate an error. | 1 2 3 4 5 6 7 8 9
The java sort method uses ________ to sort the array passed to it. | string comparison
________ allow you to specify the style of your page elements (spacing, margins, etc.) separately from the structure of your document. | Cascading Style Sheets
Text style sheets use which of the following MIME types? | text/css
In the body of a style sheet, CSS rule properties are followed by a ________. | colon
How will the following CSS rule alter the Webpage if it is applied in a style sheet? H1 { font-family: Arial, sans - serif } | All text enclosed by H1 tags will have the sans-serif font if Arial is not supported by the system.
What is the significance of the line? C[9] LI EM { color: red; font-weight: bold } | It will apply the specified style to text enclosed by the EM tags which are within LI tags.
What is the significance of the following CSS rule?LI, EM { color: red;c font-weight: bold } | It will apply the specified style to text enclosed by either LI or EM tags.
If an element's position is declared as absolute then ________ . | positioning is set according to the margins of its parent element
Setting an element's position to relative is done within which of the following? | <STYLE></STYLE>
Which of the following settings for a background image can be modified to create a "watermark" effect where scrolling will not move the image from its set position. | background-attachment
Which of the following settings can be altered to change the darkness of the font? | font-weight
When using the width, height and overflow properties of an element, position must be ________. | not absolute
The outermost layer of the box model is the ________. | margin
Which of the following is not a border property? | shape
What does the following CSS rule do?.note { font-size: 1.5em } | It multiplies all text object font sizes with CLASS = "note" by 1.5.
The simplest way to reference a DHTML element is by its ________ attribute. | ID
Consider the following HTML document. <!DOCTYPE html PUBLIC "-//W3C//DTD HTML 4.0 Transitional//EN"> <HTML> <HEAD> <TITLE>Object Model</TITLE> <SCRIPT LANGUAGE = "JavaScript"> function start() { alert( pText.innerText ); pText.innerText = "Thanks for coming."; } </SCRIPT> </HEAD> <BODY ONLOAD = start()> <P ID = "pText">Welcome to our Web page!</P> </BODY> </HTML> Which of the following selections a true statement? | The pText object does not have an innerText attribute.
The all collection is a property of the ________ object. | document
Consider the following HTML document. <HTML> <HEAD> <TITLE>Children Collection</TITLE> <SCRIPT LANGUAGE = "JavaScript"> </SCRIPT> </HEAD> <BODY> <P></P> </BODY> </HTML> Select the true statement. | The SCRIPT element is a direct child of the HEAD element.
Which of these is the proper function that stops a windows timer. | clearInterval
What is stored inside the variable value after the following line of code is executed? var value = navigator.appVersion; | It stores a string representing the version of the browser and other information.
The ONLOAD event fires ________. | whenever an element finishes loading successfully.
What does the following HTML document do? <HTML> <HEAD> <TITLE>DHTML Event Model - ONLOAD</TITLE> <SCRIPT LANGUAGE = "JavaScript"> var value = 0; function startTimer(){ window.setInterval( "updateTime()", 1000 ); } function updateTime(){ value++; pText.innerText = value; } </SCRIPT> </HEAD> <BODY ONLOAD = "startTimer()"> <P><A ID = "pText">0</A></P> </BODY> </HTML> | It counts the number of seconds elapsed viewing the page.
The ONERROR event is used to handle all of these except. | User errors.
Which of these is the command to enable error handling on a Web page? | window.onError
Event ________ fires constantly whenever the mouse is in motion. | ONMOUSEMOVE
If you used the ONMOUSEMOVE event to capture mouse events over an image, which of the following event properties would you use to capture the location of the mouse cursor relative to the image boundaries? | offsetX / offsetY
What does the srcElement event property contain? | A reference to the element that fired the event.
When the mouse moves over an element which of the following is triggered? | ONMOUSEOVER
The ONFOCUS event fires when ________. | an element is clicked.
The ONBLUR event is associated with ________. | an element losing focus.
Event bubbling is _______. | the process of child elements passing events to their parent elements.
Which browsers can view the visual effects created by filters and transitions? | Netscape
Which of the following is true? | The invert filter applies a negative image effect.
Which of the following best describes the visual effect that alpha is used for? | replacing text colors
Which of the following is not a property of the blur filter? | All of these are properties of the blur filter.
The ________ property of the wave filter determines how many waves will be applied in the affected area. | freq
The ________ property of the wave filter shifts the effect in space. | phase
The ________ property of the wave filter determines the wave's amplitude. | strength
Which of the following is true? | The dropShadow filter does not have a direction attribute.
Which of the following is the proper method to apply a transition effect? | element.filters( "blendTrans" ).apply();
Which of the following is true? | Text qualifiers encapsulate the data in a field.
The @ character is referred to as a________. | text qualifier
The | character is referred to as a________.|field delimiter
Which of the following is not a valid PARAM setting for TDC controls? | <PARAM NAME =CLASSID: CLSID:333C7BC4-460F-11D0-BC04-0080C7055A83>
What does the following statement do? <SPAN ID = "colorName" STYLE = "font-family: monospace" DATASRC = "#Colors" DATAFLD = "ColorName"></SPAN><BR> | It assigns the TDC control named Colors to a span element for display purposes.
What will value contain after the following code is executed assuming that Colors is a valid TDC control? value = Colors.recordset; | It will contain the current indexed item of the datasource.
The binding of TDC to a table requires setting the DATASRC property in the ________. | table element
Which of the following is true? When TDC is bound to a table, the user must allocate enough table data elements to accomodate all of the | The TDC handles creating table cells for output.
The JavaScript keyword this always refers to ________. | the element in which the statement resides.
The TDC method Reset is used for ________. | refreshing the display
Which of the following is false? | The Sort property automatically displays the new order of the data.
The TDC Filter property allows you to ________. | filter out all records that do not have a cell matching the text you specify.
Which of the following is NOT a type of popup box? | Radio
The most common way to assign a value to a variable is by using what ? | Equals sign
To keep the browser from performing a script as soon as it is loaded you need to write the script as a what ? | function
Actions that can be detected by javascript are called? | Events
The xsl:if is used to: | Evaluate a condition expression against the content of the xml file
In Xpath, which node has a parent node and it may have child node too: | Text
In Xpath, how many type of nodes in the tree: | 7
See the snipset below and choose one answer: <xsl:template match="BOOK[position()!=2]"> <xsl:value-of select="."/> </xsl:template> | Select all BOOK elements that are not the second child of their parents.
XSLT allows any kind of data to be transformed into: | Boolean
Implements the method of ErrorHandler, EntityResolver, DTDHandler : | DefaultHandler
Represents a collection of attribute nodes: | XMLDOMNamedNodeMap
Property documentElement of DOMDocument object return: | An object representing the root element if the XML document
Microsoft's Internet Explorer Web browser contains a ________ that executes VBScript code. | interpreter
________ is a technology that allows a server-side script to create dynamic content that is sent to the client's browser. | ASP
VBScript is ________. | case sensitive like JavaScript
The VBScript operator for inequality is which of the following? | != <>
Which of the following is not a VBScript sub-type? | variant
What does the Option Explicit statement do? | It does not allow the programmer to use variables without declaring them first.
The VBScript control structures behave ________ to their JavaScript counterparts and the VBScript control structure syntax is ________ the JavaScript syntax. | differently, different than
What is wrong with the following VBScript code? If (s = t) Then u = s + t ElseIf (s > t) Then u = r Else u = n End If | Nothing
What is wrong with the following VBScript code? Select Case x Case 1 Call MsgBox("1") Case 2 Call MsgBox("2") Case Else Call MsgBox("?") End Select | Nothing.
What does the ScriptEngine function do? | It returns the type script being used.
The VBScript ________ function has the same purpose as JavaScript's window.prompt method. | InputBox
Which of the following is a valid VBScript conversion function? | CInt
Which of the following is true regarding Function procedures? | The procedure can return a value by assigning a value to the Function procedure name.
Which of the following is true regarding VBScript arrays? | VBScript arrays can be dynamically allocated.
Which of the following string functions returns a string that does not contain any leading or trailing space characters? | Trim
Which of the following functions searches a string for a substring and returns an index of the found substring if it is found? | Instr
Describing an object in terms of behaviors without concern for how those behaviors are actually |
implemented is called ________. | data abstraction
<?xml version="1.0" encoding="UTF-8"?> <!DOCTYPE library[ <!ELEMENT library (book)?> <!ELEMENT book (booktitle, author, price)> <!ELEMENT booktitle (#PCDATA)> <!ELEMENT author (#PCDATA) #REQUIRED> <!ELEMENT price (#PCDATA)> ]> <library> <book> <booktitle>The Firm</booktitle> <author>John Grisham</author> <price>99</price> </book> <book> <booktitle>Coma</booktitle> <author>Robin Cook</author> <price>99.5</price> </book> </library> | The XML document is not validation because the book element is larger than one
The abc.xsd fragment <xsd:element name="person" type="personType"/> <xsd:complexType name="personType"> <xsd:sequence> <xsd:element name="firstname" type="xsd:string"/> </xsd:sequence> </xsd:complexType> The cde.xml fragment <person xmlns:xsi='http://www.w3.org/2001/XMLSchema-instance' xmlns='http://xml.netbeans.org/schema/abc' xsi:schemaLocation='http://xml.netbeans.org/schema/abc abc.xsd'> <firstname>12345</firstname> <lastname>KhanhKT</lastname> </person> Choose the correct statement | The cde.xml is not valid because the parser not determine lastname
<?xml version="1.0" encoding="UTF-8"?> <email> <to>Joe</to> <from>John</from> <heading>Final Exam</heaDing> <body>Try your self</body> </eMail> | The document is not well-formed
Microsoft's version of scripting that uses the Java syntax is called ________. | None of the others
Given: <HTML> <HEAD> <TITLE>DHTML Event Model - ONLOAD</TITLE> <SCRIPT LANGUAGE = " "> var value = 0; function startTimer(){ window.setInterval( "updateTime()", 1000 ); } function updateTime(){ value++; pText.innerText = value; } </SCRIPT> </HEAD> <BODY ONLOAD = "startTimer()"> <P><A ID = "pText">0</A></P> </BODY> </HTML> | . It counts the number of seconds elapsed viewing the page
Which features must the well-formed XML document have? | None of the others
Which exception is used to catch Exception when the XMLEventReader is used? | XMLStreamException
Why does DTD need? | . place preconditions on the data the programs read
Which contains in XML document's prolog? | XML Declaration or/and Document Type Declaration
< SCRIPT LANGUAGE = " " > var theArray = [ 1, 2, 3, 4, 5, 6, 7, 8, 9 ]; modifyArray( theArray[ 3 ] ); document.write( theArray.join( " " ) ); function modifyArray( i ) { i = 11; }</SCRIPT> What will the browser display if the following script is executed? | 1 2 3 4 5 6 7 8 9
<SCRIPT LANGUAGE = " "> var c = new Array(8) for( var i = 0; i < 10; i++ ) c[i] = i; document.write(c[9]) </SCRIPT> What would the browser display if this script was executed? | 9
Consider the Formal Public Identifier -//W3C//DTD 1.8//IND | The Formal Public Identifier is not valid because the fourth field is not valid
Which language is used to describe the DTD syntax? | Extended Backus-Naur Form
Given <?xml version="1.0" encoding="UTF-8"?> <customers> <customer password="khanhkieu"> <username>KhanhKT</username> </customer> <customer password="123456"> <username>Hatruc</username> </customer> </customers> Choose the correct XPath statement that is used to query to get password value of username "Hatruc" | //customer[username='Hatruc']/@password
The declaration is used to declare the xml tag library using in JSP as | None of the others
Which ways are the CSS style rules applied to HTML? | None of the others
<?xml version="1.0"?> 2. <note date="12/11/99"> 3. <to>Ravi</to> 4. <from>Amit</from> 5. <heading>Final Exam</Heading> 6. <body>Try yourself<body> 7. </note> | Line 6 contains error
Which statement is used to describe about multi-pipeline? | . XML is mapped to Bean object, then it applied to many JSP
Consider the following HTML document. <HTML> <HEAD> <TITLE>Frames collection</TITLE> </HEAD> <FRAMESET ROWS = "100, *"> <FRAME SRC = "top.html" NAME = "first"> <FRAME SRC = "" NAME = "second"> </FRAMESET> </HTML> Which of the following is the proper way to access the frame "second" from the script of an outside document? | document.frames( "second")
Given the XML code fragment <?xml version="1.0" encoding="UTF-8"?> <library xmlns=http://www.fpt.edu.vn xmlns:article=http://www.article.fpt.edu.vn xmlns:person="http://www.biolography.com.vn"> <book article:id="B0001" id="IB8976"> <article:title>The Firm</article:title> <person:author>John Grisham</person:author> <article:price>99</article:price> </book> </library> | The XML code fragment is not validated because no DTD document is referenced
<?xml version="1.0" encoding="UTF-8"?> <aaa> <bbb>ccc</bBb> </aaa> | The document is not well-formed
Given the dtd file: <?xml version="1.0" encoding="UTF-8"?> <!ELEMENT FINALs (CLASS1 | CLASS2)+> <!ELEMENT CLASS1 (#PCDATA)> <!ATTLIST CLASS1 count CDATA #REQUIRED> <!ELEMENT CLASS2 (#PCDATA)> <!ATTLIST CLASS2 count CDATA #REQUIRED>|. The dtd file is valid
Which of the following statements regarding filters and transitions is false? | . They are applied on a client computer at run time by the server.
<?xml version="1.0" encoding="UTF-8"?> <xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema"targetNamespace=http://xml.netbeans.org/schema/mail xmlns=http://xml.netbeans.org/schema/mail elementFormDefault="qualified"> <xsd:element name="mail"> <xsd:sequence> <xsd:element name="to" type="xsd:language" /> <xsd:element name="from" type="xsd:token"/> <xsd:element name="header" type="xsd:string"/> <xsd:element name="body" type="xsd:normalizedString"/> </xsd:sequence> </xsd:element> </xsd:schema> | The XML Schema is not valid because the xsd:element must include simpleType or complexType <SCRIPT LANGUAGE = " "> var total = 0; stop: { // labeled compound statement for ( var i = 0; i < 5; ++i ) { for ( var j = 0; j < 2 ; ++j ) { if ( i == 2 ) break stop; total++; } total++; } total++; } total++; document.writeln( total ); </SCRIPT> What would the browser display if it executed the following script?|7
Xml fragment document <aaa><bbb/></aaa> XSL fragment <xsl:import href="aaa.xsl"/> <xsl:import href="bbb.xsl"/> The aaa.xsl fragment <xsl:template match="bbb">testA</xsl:template> The bbb.xsl fragment <xsl:template match="bbb">testB</xsl:template> | testB
How many type of XML parser does? | . Validating Parsers and Non-Validating Parsers
How many components do the JAXB Architecture provide? | Schema compiler, Schema generator, Binding runtime framework
< SCRIPT LANGUAGE = "JavaScript" > var theArray = [ 1, 2, 3, 4, 5, 6, 7, 8, 9 ]; modifyArray( theArray[ 3 ] ); document.write( theArray.join( " " ) ); function modifyArray( i ) { i = 11; }</SCRIPT> What will the browser display if the following script is executed? | 1 2 3 4 5 6 7 8 9
What is stored inside the variable value after the following line of code is executed? var value = navigator.version; | The navigator object does not contain an attribute named version.
XML Fragment <tomcat-users> <role rolename="admin"/> <role rolename="manager"/> <role rolename="user"/> <role rolename="tomcat"/> <user username="ide" password="ee1KER95" roles="manager,admin"/> <user username="tomcat" password="tomcat" roles="tomcat"/> <user username="khanhkt" password="trongkhanh" roles="manager,admin"/> <user username="guest" password="123456" roles="username"/> </tomcat-users>The Java code fragment using DOM API Document doc = db.parse(new File(path + "WEB-INF/tomcat-users.xml")); XPathFactory xpf = XPathFactory.newInstance(); XPath xpath = xpf.newXPath(); String exp = "//user[contains(@username, 'a')]"; NodeList node = (NodeList) xpath.evaluate(exp, doc, XPathConstants.NODELIST); Choose the correct statement. Assume that all code and file path are correct | The application can get more than one node
The declaration is used to declare the xml tag library using in JSP as | . <%@ taglib prefix="x" uri= "http://java.sun.com/jsp/jstl/xml" %>
Consider the following HTML code. <HTML> <SCRIPT LANGUAGE = "JavaScript"> <!-- document.writeln("Hello World"); // --> </SCRIPT> </HTML>What would a browser capable of scripting display when executing this code? | Hello World
Which of the following is false? | Objects do not have the property of information hiding.
An object's methods and attributes are accessed by writing the name of the object followed by the________. | dot operator
Which of the following are tags is used to define rules for an element? | <!ELEMENT ... (#PCDATA)
SOAP stands for | Simple Object Access Protocol.
Consider the following HTML code.<HTML> <SCRIPT LANGUAGE = "JavaScript"> <!-- document.writeln("Hello World"); // --> </SCRIPT> </HTML> What would a browser capable of scripting display when executing this code? | Hello World
Which of the following selections does not follow the rules of operator precedence? Assume that the operators on the left are evaluated first. | parentheses, subtraction, modulus
Which of the following statements is correct? | if ( studentGrade >= 60 ) document.write( "Passed" );
What would the browser display if the following code is executed in a script? var grade = 59 if ( grade >= 60 ) document.writeln( "Passed." ); else document.write( "Failed. " ); document.writeln( "You must take this course again." ); | Failed.
What is the value of i after the following statements?i = 2; i--; i--; | 0
Which of the following are declared correctly? | for (var i=0;i<100;++i ) { statement;}
Consider the following code selections. Assume count is initialized to 7 and num is initialized to 0. i) ii) do { while ( count < 6 ) num = count; num = count; } while ( count < 6 ) What will the value of num be for i) and ii) respectively after the loops have been executed? | 7, 0
The java sort method uses ________ to sort the array passed to | it. string comparison
Which of the following settings for a background image can be modified to create a "watermark" effect where scrolling |
